id,clean_content,label
841,there was a time bete whenever i talked abt kerja habis makan belanja apa bilang enggak mood omong then he had the audacity sayang kamu deh enggak asik ajak obrol lah lu enggak mood gue ajak obrol banyak turns out he si jealous bcs he si miserable,Non Self-Harm
842,lucu gemas asik ajak obrol cuma gasuka sama icon vlc,Non Self-Harm
843,jajan obrol asik kayae om,Non Self-Harm
844,good morning sender betul sama budak kerja haha mau enggak work date obrol ringan malemnya qtime tidur kayak asik aku bakal nemenin kamu weekend kerja kerja enggak ada libur curhat dikit,Non Self-Harm
845,buat tempat orang bikin kamu rasa aman bikin semua khawatir hilang kayak samping rasa bikin tenang takut apa jadi pas bareng enjoy asik obrol pikir sama masalah sendiri ramenya dunia,Non Self-Harm
846,aku kayak begini tetap mintain uang parkir mana tukang parkir nya tuh cuman asik obrol doang kagak ngapa kapai pas mau pulang baru minta duit sebel banget anying,Non Self-Harm
847,kalo ketemu orang asik ajak obrol tbtb mulut kayak rem blong,Non Self-Harm
848,sangat asik sangat freak baru mutualan obrol space langsung keluar sosok asli wgwgwg,Non Self-Harm
849,rasai enggak someone talk asik obrol via hp hadap hadap eh malah saling sibuk hp masing masing,Non Self-Harm
850,little did you know twitter se powerful teman relasi tahu lama filter lingkung nya jangan takut ketemu orang baru tetap waspada ygy banyak ji anak twit mks baik orgnya waras ajak obrol hangout asik,Non Self-Harm
851,melek nih sepi sepi begini justru en asik obrol,Non Self-Harm
852,mau bobo sih asik obrol sama list deh enggak tidur,Non Self-Harm
853,nak tongkrong obrol nya asik benar enggak fokus gadget,Non Self-Harm
854,asik banget yuk yuk habis darimana emangnyaa keluar malam malam makan makan kaah cantik miss yew chuuuu cantik hampir minggu lebih enggak obrol haa,Non Self-Harm
855,wii asik banget nder tonton sendiri memang lebih asik sih turut enggak tiba tiba ajak obrol sama teman tengah tunjuk film,Non Self-Harm
856,lihat video obrol asik,Non Self-Harm
857,wkwkw enggak nder aku sering sendiri malah aku kagum sama orang berani sendiri waktu aku tonton kepung sama mas pacar belah cowok tonton sendiri eh mas pacar aku malah lebih asik obrol sama pokok seru deh gakan awkward,Non Self-Harm
858,soalny asik obrol takut enggak dengar n dikacangin,Non Self-Harm
859,enggak gua komentar banyak soal lu lu asik kalo obrol meski vibes lu dingin nyata lu humble,Non Self-Harm
860,gue suka tuh enjoy stage interaksi onedoor top banget kayak tbtb teriak laper akan ajak makan warung kopi terus benar kayak ajak obrol loh sama jadi seru terus bikin stage nya jadi asik banget diliatnyaa ih bagaimana dong,Non Self-Harm
861,kamu kesan warm and friendly banget tipe selalu approach duluan banyak topik obrol jadi obrol selalu asik tuker pikir benar benar warm heart,Non Self-Harm
862,dong banget lirik avail malam hourly anak banyak omong banget kok asik buat diajakin obrol,Non Self-Harm
863,first date ku dulu seru banget aku diputerin semarang kali asik obrol motor wkekwk,Non Self-Harm
864,kayak bocah asik obrol mall malah disamperin sales,Non Self-Harm
865,baikkkkk sering jbjb aku sayang deh huhu moga lebih sering obrol soal kayak kakak asik,Non Self-Harm
866,noona nih awal kenal orang asik seru buat ajak obrol blio ambis banget lihat terus suka sama profil blio rapi minat banget lebih dekat sama noona satu,Non Self-Harm
867,kalo asik obrol minggir bang mbak henti dulu selesai ngobrolnya,Non Self-Harm
868,suka bahasa inggris sejak kelas sd gara gara guru nya asik buat ajak obrol,Non Self-Harm
869,mau desc jl deh sering obrol betul seoa beberapa kali kelompok bareng dioa belah jl nih anak seru serius buat teman obrol kalo tim sama bakal online terus lama event game jadi asik buat teman ambiss,Non Self-Harm
870,adin bokem sok cool cool benar kok din asik kalo ajak obrol fleksibel lucu jamet serius,Non Self-Harm
871,dasar alam cailah wakaka awal aku mikir begini waktu ketemu doi soal waktu chat benar cuek banget aku nysri topik mulu tali waktu pertama ketemu nyata lebih asik banyak obrol enggak asa waktu,Non Self-Harm
872,pasang orang nya sangat asik ajak obrol berat obrol santai pasti selalu punya banyak topik bahas banget kepo dulu carrd,Non Self-Harm
873,obrol sama mamah putar lagu utama lagu barat jadul tau semua asik banget haha,Non Self-Harm
874,kesel banget soal obrol asik banget bahkan tahan diri seru jarang gue nemu orang sama otak gue aneh eh tau orang punya pacar hix,Non Self-Harm
875,sok asik ajak obrol dulu,Non Self-Harm
876,syukur ngenes wkwk papas sama orang asik obrol sama teman kayak aduh dada gua sakit,Non Self-Harm
877,ketemu ibu ibu kak nyata punya sekolah bekas buset asik banget ajak obrol bagai baik banget sangat luas wawas beliau,Non Self-Harm
878,jadi suka ngegodain kamu lucu suka bayiin kamu gemas,Non Self-Harm
879,hehe saran ayo kamu cari hobi jadi kalo obrol enggak enggak hobi sama beda gapapa kan asik saling ngenalin hobi hidup kamu enggak perlu terus putar pasang sayang banget kalo waktu cuma pakai tunggu orang,Non Self-Harm
880,benar anjay kalo first date terus asik obrol asa kayak anjir mau pulang soal asik banget ngobrolnya padahal lu obrol pagi malam nah ntuh arti cocok kalo kagak mah kapai lanjut bejir,Non Self-Harm
881,teman ku bawa pasang kondangan sampa tempat malah asik obrol bareng pacar diri diam wkwk,Non Self-Harm
882,kata aku mutualan dulu obrol asik enak spam foto,Non Self-Harm
883,pernah sksksk kalau lihat asik banget obrol sama sirkelnya,Non Self-Harm
884,fujikake nih kalo gue malas omong ngajakin obrol terus gilir gue pengin nyrocos nya enggak asik,Non Self-Harm
885,gue memang enggak asik ajak obrol tiap chat dm ujung nya dianggurin heran,Non Self-Harm
886,kan gue asik obrol sama housebot tiba grup angkat ira apa nyata survey chatbot anjingff,Non Self-Harm
887,halo kamu anak asik nih ajak obrol wkwkwk aku awal bayang kamu tuh kayak teteh teteh pas obrol bayang malah jadi anak kecil wkwkwkwkwk sering sering interact,Non Self-Harm
888,asik ajak obrol random,Non Self-Harm
889,satu ribu alas aku suka banget sama personality yushi pertama peka responsif surroundingnya sering kan enggak engah sama ada asik obrol sama teman kadang sadar terlalu cupu actually care,Non Self-Harm
890,diangkot ber aku temenku sama ibu long story short asik obrol terus gue asbun sombong cucu nabi enggak sombong yakan cucu nabi adam sodaraan enggak usah sombong lah terus ibu ketawa iyaya cucu nabi adam sumpah malu,Non Self-Harm
891,dong avail hari buat obrol a anak fast response sama talkative kok jadi asik banget kalo ajak obrol,Non Self-Harm
892,salah satu pllimoots aku lihat teman banyak banget biasa orang ramah asik kalau ajak obrol let si interact more with me,Non Self-Harm
893,gapapa nder sama malah aku enggak cuma hewan aku ajak obrol pohon bunga aku ajak obrol soal asik asik obrol sama,Non Self-Harm
894,enggak asik aku bonceng enggak ajak obrol,Non Self-Harm
895,lanjut kalian kalo ajak obrol soal fiksi kayak tau tengah fiksi bumi guys asli asik banget ajak obrol,Non Self-Harm
896,lah mah tetap asik sama rutinitas ngopi obrol santai wkwkwk,Non Self-Harm
897,mau asik doyan obrol bahasa bencong ngebonceng nerd,Non Self-Harm
898,wailahh ah mana asik banget ajak obrol puitis banget kayak rangga raja,Non Self-Harm
899,aku lebih suka obrol sih asik wkwk,Non Self-Harm
900,mau tidur asik obrol sama chan wkwkwk,Non Self-Harm
901,asik kan biar lu semua akrab sama gua sering obrol malah hobi etik capslock bahas celana lorot tadi sore sama gua ganteng nah sesuai sama gua ganteng,Non Self-Harm
902,barangsiapa gaul bapak boomer asik obrol pos ronda tau lagu beliau,Non Self-Harm
903,lihat hidup orang orang lalu lalang terus obrol tenang batas besok mau makan apa mau kapai punya rencana apa sekira asik buat dua amin semangat dua pokok sama sama siap dulu cukup masing masing kak,Non Self-Harm
904,pernah sering lah aku seko temenku asik obrol circle obrol ngadep belakang aku sendiri ngadep depan aku didiemin bukan apa aku tau kalau aku didiemin ikut lah nimbrung sama woii,Non Self-Harm
905,punya ibu asik ajak obrol santa,Non Self-Harm
906,unnie tuju banget teman dulu siapa tahu jadi teman curhat asik kadang obrol kecil malah bikin jadi lebih dekat kan jadi apa tmi unnie aku penasaran nih hehe,Non Self-Harm
907,makan aku kalo minum kopi sama orang asik ajak obrol selalu mesen americano biar tahan lama wkkw,Non Self-Harm
908,kalo kamu cari orang asik ajak obrol apapaun banget coba deh sama sumpah enggak habis topik obrol sama,Non Self-Harm
909,supir hahahahahahah plisss soal obrol sama blio asik orang enggak aneh ajak jalan apa,Non Self-Harm
910,hello calla jadi reelmaster cabang diving kaya pernah obrol enggak sih asik banget pap muka terus sekarang dong btw kan rame banget keteter enggak sih divingin calon anak nya gua cuma lihat follsnya engap saing gua bejibun deh,Non Self-Harm
911,oyi yuk obrol aku sama kalo asik barangkali serius hehe,Non Self-Harm
912,obrol sama ai nyata asik,Non Self-Harm
913,kan harus ku ajar malah asik obrol sama vydi wah memang enggak mau ajak ajar otak,Non Self-Harm
914,mana asik obrol sama mama,Non Self-Harm
915,nama gede banget dengar muncul belio podcast cerita kampung halaman tuh vibesnya mas mas jogja biasa asik ajak obrol banyak angkring,Non Self-Harm
916,dulu sering punya teman dekat cowok asik sih kayak kalau obrol orang curhat ujungnua dibully enak pure temenann enggak ngelibatin asa,Non Self-Harm
917,l halo kamu anak asik buat ajak obrol ih terus lucu wkwkwk entah mungkin cuit pertama kamu lewat tl aku tuh canda jadi tiap lihat kamu ingetnya tuh komedi hayo sering jbjb sama aku,Non Self-Harm
918,abang abang anjem asal jabodetabek asik kalo ajak obrol,Non Self-Harm
919,hai kak yerimmmm aku mau dong obrol sama kakak cantik aku hari asik sentuh rumput ajasih kak kalau kakak hari kapai,Non Self-Harm
920,thank youu banget vc hari kelinci seru banget akhir sonichi obrol sama kamu thank you buat teman teman waiting room sesi tadi asik banget obrol obrol bentar sama kalian,Non Self-Harm
921,awal nya tanya kampung inggris aku pernah sana obrol random ketemu asik banget obrol ohmnon aktor lain waktu obrol series saling tukar cerita real life,Non Self-Harm
922,ambil nder intrvw offline asik banget kalo bawain tenang ajak hari user ikut ritme obrol,Non Self-Harm
923,memang kamu mau punya suami kalo curhat malah ujung ribut kalo marah malah diam lebih marah kalo menang tak pernah bujuk tak ajak obrol tak kabar kalo luar rumah kalo rumah asik main hape,Non Self-Harm
924,tukang jajan kadang suka racun asik banget kalau obrol pm luvluv,Non Self-Harm
925,tumben kamu limit dm asik obrol sama orang aku yhh sih,Non Self-Harm
926,fresh person apa dulu kenal as ct kan lucu kocak abang gampang dibully asik kalau ajak obrol tau bentuk akun hihim demdud jadi mikir sama orang kahh,Non Self-Harm
927,asik asik asik akhir browww mau obrol lamaaaa,Non Self-Harm
928,malas banget sama orang ajak omong malah asik main hp bukan main hp obrol benar selesai omong gilir lawan bicara omong baru buka hp asik sendiri asli attitudemu nol besar,Non Self-Harm
929,pintar ngetreatment bikin nyaman nyata wawas kamu luas asik kalo ajak obrol enggak ngebosenin cewek kamu banyak omong cewek habis mabok seblakkk,Non Self-Harm
930,i bukan puding orgnya asik banget kayak kalo ketemu rl kamu banyak obrol terus kamu smart pas main map pro btw anomali sering kamu rt bikin jantung tau enggak legal rasa tetap takut but its fine i sama not hate,Non Self-Harm
931,tuh gue kelas banyak sih giat walaupun pakai hape lebih aktif smsan telp internet pakai pc laptop asik tulis blog sekal main sosmed friendster fb yahoo messenger buat obrol sama stranger asikk seru sendiri sih,Non Self-Harm
932,kalo jalan bareng biasa renti menit sekali terus dia obrol asik sama orang sapa kita bengong senyum,Non Self-Harm
933,akhir aku berani diri buat ajak obrol beliau lewat chat hehhehehehe nyata beliau asik,Non Self-Harm
934,jujur benar buat jbjb komen post sama moots aku tuh kadang ragu malu takut kira sksd sok asik huhu aku tuh pikir dapat orang aku soal pernah rl alam enggak enak aku enggak cari topik buat obrol kalau dekat,Non Self-Harm
935,aku iri sama mbak mbak belakang asik obrol sama biksu thailand hiks,Non Self-Harm
936,asik banget bang obrol nya,Non Self-Harm
937,haha panggil pin banget aku suka senang sih kalau kamu rasa nyaman seru obrol sama aku serius asik loh kalau santai bikin interaksi jadi lebih fun cuma jangan lupa buat obrol sama teman keluarga dunia nyata biar,Non Self-Harm
938,setan goda merch emphasis on setan kenal pertama domsil jatim asik banget ajak obrol wkwkkwwk,Non Self-Harm
939,ketemu teman cari kopi enak nongkrong nongkrong sejati nongkrong cerita a obrol face face bukan nongkrong tiba tongkrong malah asik sama hape sendiri,Non Self-Harm
940,gue sama biasa sparing futsal antar kelas nongkrong warung kopi kalaupun online buka ebuddy kaskus hampir semua giat sifat offline obrol satu sama jauh lebih asik sekarang,Non Self-Harm
941,gue rasa enggak asik ajak obrol,Non Self-Harm
942,having malaysian friend is really fun kadang gua obrol pakai bahasa indonesia bahasa melayu saking rasa bahasa indonesia nih mirip bahasa melayu kadang gua asik ngerocos full indonesia minta ulang minta diartiin pakai english wkwkw maaf,Non Self-Harm
943,btw tanggal obrol asik nih,Non Self-Harm
944,anjir abang depan gue asik fypnya we share the same brain cell jadi mau obrol,Non Self-Harm
945,piknik taman taman dekat makan beli jajan pasar plus bikin es kopi tumbler bawa kartu boardgame buku enggak usah gapapa kalau memang mau obrol asik,Non Self-Harm
946,benar mau cerita about jil malah nur sama toa enggak apa jil tih asik woi terus gaul kalo ajak obrol sengir mulu and buat nur siti baik and suport banget orang nya,Non Self-Harm
947,asik obrol langsung haha hihi eh dichat anyep sepi,Non Self-Harm
948,asik obrol asik chat eh deh punya cowok,Non Self-Harm
949,sama kayak teman aku lebih obrol aku jomblo sendiri tiga asik obrol soal anak suami lm aku cut tenang hati,Non Self-Harm
950,panjang pradaksina obrol berisik banget terus panjang sesi puja bakti lanjut main hp asik sendiri pak sampeyan iki wes tuwo lho indak isin opo karo muda khusyuk buset enggak ingat umur banget terus lucu banget geng enggak kena air berkah,Non Self-Harm
951,hidup gue tuh asik minus sepi doang anjir kerja shif sendiri pulang rumah sendiri enggak teman obrol,Non Self-Harm
952,enggak bang obrol banyak bareng abang mah asik asa punya abang benar,Non Self-Harm
953,enggak semua beberapa tipe orgnya enggak cairin suasana soal aku sama baru kenal mau cewek cowok tua muda kalo diabak obrol tunggun tanya jawab ada bukan kalian enggak cocok bagaimana memang kita enggak asik,Non Self-Harm
954,ai obrol asik kamu kapan,Non Self-Harm
955,sender ayo temenenan biar obrol tiap hari gaasssss aku asik tau orang,Non Self-Harm
956,tuh kan asik kalo obrol sama orang tua tuh sama pandang patut dipamerin sih ril,Non Self-Harm
957,asik banget minecraft ketemu banyak orang game obrol bareng,Non Self-Harm
958,aku jarang obrol sama moots jadi sulit baur kalau asik obrol sama satu orang hari hari akhir jadi teman,Non Self-Harm
959,gabut banget pengin obrol sama siapa aku cukup sih bilang bawel asik sendiri sama temn temenku kalo enggak obrol energi ku enggak habis aku enggak bisa tidur hueee,Non Self-Harm
960,kerja sales ketemu emak emak random lapang awal obrol asik eh ujung ujung ditawarin anak gadis gue jawab nikah tanya nomor gue kasih enggak enak padahal ilfil banget jodoh jodohin wkwk,Non Self-Harm
